# samples=1024  bits=12
# current: min=0 max=4095 argmin(dip pos)=501
# dip_depth: max=4095 at index 501
# idx  current  ref  dip_depth
  760   4095   4095      0
  761   4095   4095      0
  762   4095   4095      0
  763   4095   4095      0
  764   4095   4095      0
  765   4095   4095      0
  766   4095   4095      0
  767   4095   4095      0
  768   4095   4095      0
  769   4095   4095      0
  770   4095   4095      0
  771   4095   4095      0
  772   4095   4095      0
  773   4095   4095      0
  774   4095   4095      0
  775   4095   4095      0
  776   4095   4095      0
  777   4095   4095      0
  778   4095   4095      0
  779   4095   4095      0
  780   4095   4095      0
  781   4095   4095      0
  782   4095   4095      0
  783   4095   4095      0
  784   4095   4095      0
  785   4095   4095      0
  786   4095   4095      0
  787   4095   4095      0
  788   4095   4095      0
  789   4095   4095      0
  790   4095   4095      0
  791   4095   4095      0
  792   4095   4095      0
  793   4095   4095      0
  794   4095   4095      0
  795   4095   4095      0
  796   4095   4095      0
  797   4095   4095      0
  798   4095   4095      0
  799   4095   4095      0
  800   4095   4095      0
  801   4095   4095      0
  802   4095   4095      0
  803   4095   4095      0
  804   4095   4095      0
  805   4095   4095      0
  806   4095   4095      0
  807   4095   4095      0
  808   4095   4095      0
  809   4095   4095      0
  810   4095   4095      0
  811   4095   4095      0
  812   4095   4095      0
  813   4095   4095      0
  814   4095   4095      0
  815   4095   4095      0
  816   4095   4095      0
  817   4095   4095      0
  818   4095   4095      0
  819   4095   4095      0
  820   4095   4095      0
  821   4095   4095      0
  822   4095   4095      0
  823   4095   4095      0
  824   4095   4095      0
  825   4095   4095      0
  826   4095   4095      0
  827   4095   4095      0
  828   4095   4095      0
  829   4095   4095      0
  830   4095   4095      0
  831   4095   4095      0
  832   4095   4095      0
  833   4095   4095      0
  834   4095   4095      0
  835   4095   4095      0
  836   4095   4095      0
  837   4095   4095      0
  838   4095   4095      0
  839   4095   4095      0
  840   4095   4095      0
  841   4095   4095      0
  842   4095   4095      0
  843   4095   4095      0
  844   4095   4095      0
  845   4095   4095      0
  846   4095   4095      0
  847   4095   4095      0
  848   4095   4095      0
  849   4095   4095      0
  850   4095   4095      0
  851   4095   4095      0
  852   4095   4095      0
  853   4095   4095      0
  854   4095   4095      0
  855   4095   4095      0
  856   4095   4095      0
  857   4095   4095      0
  858   4095   4095      0
  859   4095   4095      0
  860   4095   4095      0
  861   4095   4095      0
  862   4095   4095      0
  863   4095   4095      0
  864   4095   4095      0
  865   4095   4095      0
  866   4095   4095      0
  867   4095   4095      0
  868   4095   4095      0
  869   4095   4095      0
  870   4095   4095      0
  871   4095   4095      0
  872   4095   4095      0
  873   4095   4095      0
  874   4095   4095      0
  875   4095   4095      0
  876   4095   4095      0
  877   4095   4095      0
  878   4095   4095      0
  879   4095   4095      0
  880   4095   4095      0
  881   4095   4095      0
  882   4095   4095      0
  883   4095   4095      0
  884   4095   4095      0
  885   4095   4095      0
  886   4095   4095      0
  887   4095   4095      0
  888   4095   4095      0
  889   4095   4095      0
  890   4095   4095      0
  891   4095   4095      0
  892   4095   4095      0
  893   4095   4095      0
  894   4095   4095      0
  895   4095   4095      0
  896   4095   4095      0
  897   4095   4095      0
  898   4095   4095      0
  899   4095   4095      0
  900   4095   4095      0
  901   4095   4095      0
  902   4095   4095      0
  903   4095   4095      0
  904   4095   4095      0
  905   4095   4095      0
  906   4095   4095      0
  907   4095   4095      0
  908   4095   4095      0
  909   4095   4095      0
  910   4095   4095      0
  911   4095   4095      0
  912   4095   4095      0
  913   4095   4095      0
  914   4095   4095      0
  915   4095   4095      0
  916   4095   4095      0
  917   4095   4095      0
  918   4095   4095      0
  919   4095   4095      0
  920   4095   4095      0
  921   4095   4095      0
  922   4095   4095      0
  923   4095   4095      0
  924   4095   4095      0
  925   4095   4095      0
  926   4095   4095      0
  927   4095   4095      0
  928   4095   4095      0
  929   4095   4095      0
  930   4095   4095      0
  931   4095   4095      0
  932   4095   4095      0
  933   4095   4095      0
  934   4095   4095      0
  935   4095   4095      0
  936   4095   4095      0
  937   4095   4095      0
  938   4095   4095      0
  939   4095   4095      0
  940   4095   4095      0
  941   4095   4095      0
  942   4095   4095      0
  943   4095   4095      0
  944   4095   4095      0
  945   4095   4095      0
  946   4095   4095      0
  947   4095   4095      0
  948   4095   4095      0
  949   4095   4095      0
  950   4095   4095      0
  951   4095   4095      0
  952   4095   4095      0
  953   4095   4095      0
  954   4095   4095      0
  955   4095   4095      0
  956   4095   4095      0
  957   4095   4095      0
  958   4095   4095      0
  959   4095   4095      0
  960   4095   4095      0
  961   4095   4095      0
  962   4095   4095      0
  963   4095   4095      0
  964   4095   4095      0
  965   4095   4095      0
  966   4095   4095      0
  967   4095   4095      0
  968   4095   4095      0
  969   4095   4095      0
  970   4095   4095      0
  971   4095   4095      0
  972   4095   4095      0
  973   4095   4095      0
  974   4095   4095      0
  975   4095   4095      0
  976   4095   4095      0
  977   4095   4095      0
  978   4095   4095      0
  979   4095   4095      0
  980   4095   4095      0
  981   4095   4095      0
  982   4095   4095      0
  983   4095   4095      0
  984   4095   4095      0
  985   4095   4095      0
  986   4095   4095      0
  987   4095   4095      0
  988   4095   4095      0
  989   4095   4095      0
  990   4095   4095      0
  991   4095   4095      0
  992   4095   4095      0
  993   4095   4095      0
  994   4095   4095      0
  995   4095   4095      0
  996   4095   4095      0
  997   4095   4095      0
  998   4095   4095      0
  999   4095   4095      0
 1000   4095   4095      0
 1001   4095   4095      0
 1002   4095   4095      0
 1003   4095   4095      0
 1004   4095   4095      0
 1005   4095   4095      0
 1006   4095   4095      0
 1007   4095   4095      0
 1008   4095   4095      0
 1009   4095   4095      0
 1010   4095   4095      0
 1011   4095   4095      0
 1012   4095   4095      0
 1013   4095   4095      0
 1014   4095   4095      0
 1015   4095   4095      0
 1016   4095   4095      0
 1017   4095   4095      0
 1018   4095   4095      0
 1019   4095   4095      0
 1020   4095   4095      0
 1021   4095   4095      0
 1022   4095   4095      0
 1023   4095   4095      0
